Business Name,VBSC,City,State,Latitude,Longitude,Description,Business Website,Business Model,CSA,Food-Hub,Cooperative,Online (Delivery or Pickup),Legal Structure,Mission Statement,National,Regional,State,County,Produce,Dairy,Meat,Eggs,Seafood,Value-Added/ Dry goods,Preserves/ Honey,Value Claims,Health/Nutrition,Fresh,Local,Sustainable/Environment,Fair,Community,Humane (Animal),AHSF,Education (Consumers),Education (Farmers),Commerce/Economics (Local Economy),Affordability,Transparency,Organic,Accessability,Services Provided ,Market Outlets,# of Producers
Blue Ridge Produce Company,1,Elkwood,VA,38.511792,-77.855828,"Blue Ridge Produce in the Virginia Piedmont area aggregates fresh fruit and vegetables grown locally, state-wide and regionally and markets them to wholesale buyers in Washington, DC and throughout the region. We provide growers key services: post-harvest handling training and monitoring, farm pick-up, packing, cooling, marketing and distribution. Blue Ridge Produce strives to build a value-based relationship with growers of all sizes which will help provide the support needed to scale up produce grown in our region. We will strive to source from organic, local and low-spray producers specifically and will offer support toward GAP training in the future.",http://blueridgeproduce.net,aggregator; distributor,0,1,0,0,B-corp,"To create efficient and high-value markets which support the local farming community and increase access to healthy, locally-grown food. Blue Ridge Produce will focus extensively on providing training and technical assistance to growers, enabling them to enter into larger markets and increase farm incomes. It will seek B-Lab certification and operate under the principles of a Benefit Corporation although not eligible for Benefit Corporation status as an LLC.",0,1,0,0,1,0,0,0,0,0,0,"values-based relationships;  organic, local and low-spray producers ",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"post-harvest handling training and monitoring, farm pick-up, packing, cooling, marketing and distribution;Blue Ridge Produce specializes in locally-grown fresh-market fruits and vegetables, both organically and conventionally grown on small- to medium-sized diversified farms. The Company has two primary lines of business: aggregation and production. ",.,.
Capay Valley Farm Shop,1,Esparto,CA,38.693096,-122.018885,"CAPAY VALLEY FARM SHOP OFFERS A RARE OPPORTUNITY FOR FAMILIES AND INSTITUTIONS TO BUY 100% LOCAL, SEASONAL FOOD DIRECT FROM 40 SMALL, FAMILY FARMS.” Connects to Wellness Programs in Hospitals and has various partners in the region helping justify VBSC. They deliver to hospitals, restaurants, and offices as well as having pick-up locations. ",http://capayvalleyfarmshop.com/,,1,1,0,1,.,,0,0,1,0,1,0,1,1,0,1,1,.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.
"Grange Co-packer, LLC",1,Essex,NY,44.063888,-73.754204,"The GCP is a cooperatively owned contract packing business, based in the town of Essex, New York at the former Grange Hall in Whallonsburg. We provide everything you need to transform your fresh produce into value-added shelf-stable or frozen product, from commercial kitchen rental to full-service co-packing. The mission of the Grange Co-packer Cooperative is to support a thriving small farm economy in the Adirondack/Champlain region. We pursue this mission by fostering a worker-owned cooperative to produce products that expand the marketplace for local goods in the region. These are ' value added' shelf-stable products such as hot sauce, pesto, frozen tomatoes, jams and the like allow farmers to sell products beyond peak harvest season, smoothing cashflow across the year.  These products can also be sold outside the immediate neighborhood-- through our partnerships with NYC markets and the Vermont Sail Freight Project. We hope the outstanding quality of products created from scratch, only hours from harvest will entice more visitors, more farmers, and more businesses to our beautiful region.",http://www.grangecopacker.com/,.,0,0,1,0,.,,0,1,0,0,0,0,0,0,0,1,0,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Organically Grown Company,1,Eugene,OR,44.101181,-123.152384,"Organically Grown Company is the largest distributor of organic produce in the Northwest. Frankly though, we never aspired to be the “biggest.” Mostly, we aspire to come to work every day and give a damn. At the core of this company is a simple idea that has held steady since the beginning: that organic agriculture is necessary for a healthy environment and healthy people. Our mission is to support organic agriculture and help it thrive, by doing business in a way that is “good, clean and fair.” That goes for our customers, our vendors, our employees, our community and our environment",http://www.organicgrown.com/,.,0,1,0,0,s corp,,0,1,0,0,1,0,0,0,0,0,0,.,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,.,.,.
Stewards of the Land,1,Fairbury,IL,40.747257,-88.514779,"A group of local families helping to change the world by producing fresh foods for kitchens across Illinois. Our mission is to create, maintain, and support the family farm, to help them become and remain sustainable and profitable, and to provide the same opportunity for future generations, and to provide fresh, healthy, chemical-free foods of the highest quality - directly to the tables of those who have a deep sense of appreciation for the connection to the land.  We are committed to a sustainable future for our families, our land and our communities. The Stewards grow a huge variety of fruits, vegetables, and heirloom plants and raise wide range of poultry and meats. The farms of our Stewards are all located within a 50 mile radius from Fairbury, Illinois, a small farming community nestled among large fields of commercially-grown corn and soybeans",http://www.thestewardsoftheland.com/,.,0,1,0,0,LLC,,0,0,1,0,1,0,1,1,0,1,0,.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.,.,.
Good Earth Food Alliance CSA,1,Farmington,IL,36.730429,-108.208919,"All GEFA growers abide by strict production and sanitation guidelines. To provide and promote locally grown nutritious food, a healthy environment, and to build lasting relationships with our Community Supported Agriculture members while providing economic stability to Good Earth Food Alliance LLC farmers and producers. Good Earth Food Alliance (GEFA) emerged from a need for small growers and producers to work collaboratively to help meet the needs of a burgeoning local food movement.  By avoiding duplication in our planting and harvesting and assisting each other through the challenges of the growing season, we aim to see more locally-produced food on plates throughout Central Illinois.  Through a chemical-free means of growing, we produce a wide variety of fresh fruits, vegetables and herbs.",http://www.goodearthfoodalliance.com/,.,1,0,0,0,LLC,,0,0,1,0,1,0,1,1,0,0,0,.,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.,.,.
Virginia Natural Fish Company,1,Farmville,VA,37.302097,-78.39194,"The Virginia Natural Fish Company (VNFC) is supplied by the Virginia Aqua-Farmers Network (VAN). VAN is a new-generation cooperative enabling small aquaculture farmers, predominately in Southside Virginia, to supply locally-produced, quality fresh fish and prawns by pooling resources for production and marketing. VAN is committed to sustainability, and its products are raised locally in carefully constructed freshwater ponds without the use of herbicides, fungicides or algicides.  This ensures that these well-managed ponds will not negatively impact the environment or cause pollution in surrounding waters. Our products are available to purchase online, at local farmers markets and other outlets. We are also available to supply restaurants interested in sourcing local, all natural ingredients",http://aquafarmers.com/,.,0,0,0,1,LLC,,0,0,1,0,0,0,0,0,1,0,0,.,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,.,.,.
Fennimore Produce Auction,,Fennimore,WI,42.9836,-90.655404,no inclusion or exclusion ,N/A,.,,,,,.,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,.,.,.
Adelante Mujeres Distributor,1,Forest Grove,OR,45.519745,-123.11144,"Operates as a non-profit that has own CSA farm, Farmer’s Market, as well as a distribution service for food products that pertain to its niche members (Latino). ",http://www.adelantemujeres.org/agriculture/,"CSA, wholesale distributor",1,1,0,1,non-profit,,0,0,0,1,1,0,1,1,0,1,1,local produce grown by individual Sustainable Agriculture Latino farmer participants,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.,.,.
"Arkansas Delta Seeds of Change, Inc",1,Forrest City,AR,35.008147,-90.789834,"Trains farmers and sources/distributes from farms around several surrounding counties to help low-income individuals and those at risk of chronic-related diseases access to produce. Involved with farm-to-school, attaining certifications to gain access to Wal-Mart, and other market outlets. ",N/A,.,0,0,1,0,cooperative,,0,0,1,0,1,0,0,0,0,0,0,.,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,addressing povert and chronic-related diseases in the delta by helping aggregate and distirubte produce to several market outlets; train producers and help them attain certifications,.,.
LoCo Food Distribution,1,Fort Collins,CO,40.550853,-105.066808,"It takes a web of connections to make the system work, and by consolidating these connections to one catalog, one source, LoCo Food Distribution helps growers, processors, restaurants, institutions and grocers to tie all these ends together in a functional, convenient and friendly way. Transparent labeling makes it easy for our customers to know what they're buying and pass that information on to end-consumers. The growing demand for sustainably raised foods helps us inform our producers about what products have the most value in the market. By supporting LoCo Foods, you are supporting small to mid-size farms (located within a radius of 400 miles) who are conventional, certified organic (USDA), or use ""sustainable"" practices, which can include uncertified organic, transitioning toward certification, biodynamic, and permaculture. We have cultivated relationships with these producers and are proud to offer their locally grown foods to you",http://www.locofooddistribution.com/,.,0,1,0,0,LLC,,0,0,1,0,1,1,1,1,0,1,1,.,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,.,.,.
Arkansas Valley Organic Growers,1,Fowler,CO,38.129172,-104.023293,"Operates many different operational activities and collects from over 10 farms in the area to aggregate to its facility. Acts as a CSA, Online-Ordering, Cooperative, and Food-Hub and supplies organic food products. ",http://www.headwatersgrowers.coop,CSA; buying club,1,1,1,1,farmer-owned cooperative,,0,0,1,0,1,1,1,1,0,0,0,certified organic,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,farm-to-restaurant; farm-to-school; farm-to-business,.,.
Hometown Harvest,1,Frederick,MD,39.414443,-77.410578,"Our group of Harvesters maintain the highest standards for quality and sustainability, and their products have proven to be the best available in the area. We include both farms that have been in the same family for generations as well as young farmers just starting out—the common trait among all of our growers is a passion for healthy, sustainable foods. The benefits of eating locally is probably what drew you to Hometown Harvest to begin with. We bring the farmers market to you by putting the freshest produce available nearby in your hands within a day or two of harvest. Your vegetables aren't shipped from overseas or sitting in a store for weeks. Our standards for sustainability are through the roof. It's not enough for farmers to simply be certified organic in our book; we demand that farming practices renew and benefit the environment or we will not buy produce from that farm. For example, we insist on pasture-raised poultry and meats not just because they taste better and are more nutritious, but because grazing animals maintain the quality of the land and live a good life. If this means that we are occasionally out of a certain item, so be it. We won't compromise for the sake of profits",http://www.hometownharvest.com/home.php,.,0,1,0,1,LLC,,0,1,0,0,1,1,1,1,1,1,1,.,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
